time_s,coil,emf_mV
4.866200,1,-188.0310
4.867650,2,-57.7970
4.869100,1,-192.9690
4.870550,2,-63.7340
4.872000,1,-196.6410
4.873450,2,-70.1870
4.874900,1,-199.6250
4.876350,2,-76.0310
4.877800,1,-202.8440
4.879250,2,-81.8910
4.880700,1,-205.1090
4.882150,2,-87.0780
4.883600,1,-206.9370
4.885050,2,-92.2810
4.886500,1,-207.6090
4.887950,2,-96.9840
4.889400,1,-207.8120
4.890850,2,-101.3440
4.892300,1,-207.4060
4.893750,2,-106.1250
4.895200,1,-207.0310
4.896650,2,-109.8440
4.898100,1,-205.2030
4.899550,2,-114.1560
4.901000,1,-202.6560
4.902450,2,-116.9840
4.903900,1,-200.4370
4.905350,2,-119.9220
4.906800,1,-196.9220
4.908250,2,-123.0780
4.909700,1,-192.5780
4.911150,2,-125.0160
4.912600,1,-188.0940
4.914050,2,-126.1870
4.915500,1,-183.0310
4.916950,2,-127.6870
4.918400,1,-177.2340
4.919850,2,-129.0310
4.921300,1,-171.0160
4.922750,2,-129.6560
4.924200,1,-164.2500
4.925650,2,-130.0780
4.927100,1,-156.8280
4.928550,2,-129.7810
4.930000,1,-148.7660
4.931450,2,-129.1560
4.932900,1,-140.7030
4.934350,2,-128.1720
4.935800,1,-132.3590
4.937250,2,-126.6410
4.938700,1,-123.1870
4.940150,2,-125.5780
4.941600,1,-113.4690
4.943050,2,-123.0310
4.944500,1,-103.6870
4.945950,2,-120.8440
4.947400,1,-93.7030
4.948850,2,-118.1720
4.950300,1,-83.3590
4.951750,2,-114.9840
4.953200,1,-73.0000
4.954650,2,-111.4060
4.956100,1,-61.4840
4.957550,2,-107.4060
4.959000,1,-50.7970
4.960450,2,-103.3590
4.961900,1,-39.5160
4.963350,2,-99.0000
4.964800,1,-28.4530
4.966250,2,-94.6870
4.967700,1,-16.8280
4.969150,2,-88.8750
4.970600,1,-5.3910
4.972050,2,-83.3280
4.973500,1,5.9530
4.974950,2,-78.0620
4.976400,1,17.5310
4.977850,2,-72.8120
4.979300,1,29.1410
4.980750,2,-66.7810
4.982200,1,40.5310
4.983650,2,-60.1720
4.985100,1,51.9840
4.986550,2,-53.6870
4.988000,1,62.6720
4.989450,2,-47.1250
4.990900,1,73.3440
4.992350,2,-40.4690
4.993800,1,84.1250
4.995250,2,-33.7810
4.996700,1,94.5160
4.998150,2,-26.6560
4.999600,1,105.2030
5.001050,2,-19.8280
5.002500,1,114.8440
5.003950,2,-12.6090
5.005400,1,123.9220
5.006850,2,-5.6250
5.008300,1,133.4060
5.009750,2,1.4220
5.011200,1,142.3910
5.012650,2,8.3130
5.014100,1,150.2190
5.015550,2,15.7810
5.017000,1,157.2340
5.018450,2,22.5630
5.019900,1,165.1720
5.021350,2,29.8280
5.022800,1,172.0160
5.024250,2,36.3910
5.025700,1,177.9530
5.027150,2,43.3910
5.028600,1,184.5160
5.030050,2,50.1560
5.031500,1,189.3750
5.032950,2,56.6880
5.034400,1,194.1560
5.035850,2,62.8130
5.037300,1,198.2030
5.038750,2,69.2970
5.040200,1,201.5940
5.041650,2,74.8750
5.043100,1,203.9840
5.044550,2,80.6880
5.046000,1,206.4690
5.047450,2,85.8440
5.048900,1,208.4220
5.050350,2,91.1560
5.051800,1,209.5470
5.053250,2,96.2500
5.054700,1,209.9690
5.056150,2,100.2190
5.057600,1,209.5780
5.059050,2,105.1090
5.060500,1,208.4380
5.061950,2,108.8910
5.063400,1,206.6560
5.064850,2,112.6560
5.066300,1,204.8910
5.067750,2,116.1410
5.069200,1,201.6880
5.070650,2,118.9220
5.072100,1,198.6720
5.073550,2,121.7500
5.075000,1,194.8590
5.076450,2,123.3280
5.077900,1,190.5940
5.079350,2,125.5940
5.080800,1,184.8750
5.082250,2,127.3440
5.083700,1,179.4380
5.085150,2,127.9220
5.086600,1,173.0940
5.088050,2,128.7340
5.089500,1,166.0160
5.090950,2,129.0160
5.092400,1,159.1880
5.093850,2,128.7810
5.095300,1,151.2190
5.096750,2,128.5470
5.098200,1,142.8280
5.099650,2,127.3910
5.101100,1,134.3590
5.102550,2,126.6090
5.104000,1,125.8130
5.105450,2,124.6560
5.106900,1,115.7970
5.108350,2,122.5630
5.109800,1,105.8440
5.111250,2,119.9530
5.112700,1,96.3910
5.114150,2,117.0160
5.115600,1,85.6560
5.117050,2,114.4690
5.118500,1,74.8280
5.119950,2,111.0470
5.121400,1,64.6410
5.122850,2,106.9530
5.124300,1,52.7500
5.125750,2,102.5630
5.127200,1,41.8910
5.128650,2,98.2340
5.130100,1,30.5780
5.131550,2,93.7030
5.133000,1,19.6250
5.134450,2,88.6250
5.135900,1,7.9840
5.137350,2,83.5940
5.138800,1,-3.6720
5.140250,2,78.0310
5.141700,1,-15.0310
5.143150,2,72.1720
5.144600,1,-26.8280
5.146050,2,65.6250
5.147500,1,-37.7660
5.148950,2,59.8130
5.150400,1,-49.2500
5.151850,2,53.6880
5.153300,1,-60.2660
5.154750,2,47.1410
5.156200,1,-71.2340
5.157650,2,40.3910
5.159100,1,-81.4690
5.160550,2,33.4690
5.162000,1,-92.0310
5.163450,2,26.3280
5.164900,1,-102.2970
5.166350,2,19.2970
5.167800,1,-111.7340
5.169250,2,12.0940
5.170700,1,-121.5940
5.172150,2,5.6720
5.173600,1,-130.8120
5.175050,2,-1.5000
5.176500,1,-139.7970
5.177950,2,-8.7340
5.179400,1,-147.8280
5.180850,2,-15.8280
5.182300,1,-155.4690
5.183750,2,-23.1090
5.185200,1,-162.8910
5.186650,2,-29.5940
5.188100,1,-170.0000
5.189550,2,-36.8750
5.191000,1,-176.1250
5.192450,2,-43.8120
5.193900,1,-181.9370
5.195350,2,-50.7660
5.196800,1,-187.6090
5.198250,2,-56.9690
5.199700,1,-192.4060
5.201150,2,-62.9530
5.202600,1,-196.3120
5.204050,2,-69.4370
5.205500,1,-199.3590
5.206950,2,-75.2660
5.208400,1,-201.9530
5.209850,2,-81.0310
5.211300,1,-205.1410
5.212750,2,-86.2190
5.214200,1,-206.8590
5.215650,2,-91.6090
5.217100,1,-207.2810
5.218550,2,-96.6410
5.220000,1,-207.7660
5.221450,2,-101.0620
5.222900,1,-207.3910
5.224350,2,-105.6410
5.225800,1,-206.7340
5.227250,2,-109.1870
5.228700,1,-205.1720
5.230150,2,-113.1560
5.231600,1,-203.3440
5.233050,2,-116.7970
5.234500,1,-200.4530
5.235950,2,-119.0780
5.237400,1,-197.1870
5.238850,2,-122.3750
5.240300,1,-192.9690
5.241750,2,-124.7970
5.243200,1,-189.0470
5.244650,2,-126.3280
5.246100,1,-183.9060
5.247550,2,-127.8590
5.249000,1,-177.9690
5.250450,2,-128.7500
5.251900,1,-171.6410
5.253350,2,-129.5160
5.254800,1,-164.9220
5.256250,2,-130.1410
5.257700,1,-157.6870
5.259150,2,-129.6870
5.260600,1,-150.5780
5.262050,2,-129.0310
5.263500,1,-142.1560
5.264950,2,-128.6090
5.266400,1,-133.3120
5.267850,2,-126.8910
5.269300,1,-124.6090
5.270750,2,-125.6560
5.272200,1,-115.0780
5.273650,2,-123.4690
5.275100,1,-105.6720
5.276550,2,-121.5940
5.278000,1,-95.3910
5.279450,2,-118.0470
5.280900,1,-84.6090
5.282350,2,-115.5620
5.283800,1,-74.0470
5.285250,2,-111.8280
5.286700,1,-63.4060
5.288150,2,-108.3440
5.289600,1,-52.6410
5.291050,2,-104.3440
5.292500,1,-41.9060
5.293950,2,-99.6720
5.295400,1,-29.7030
5.296850,2,-94.7340
5.298300,1,-18.3440
5.299750,2,-89.6870
5.301200,1,-7.0620
5.302650,2,-84.7340
5.304100,1,4.7970
5.305550,2,-79.2970
5.307000,1,15.6880
5.308450,2,-72.9690
5.309900,1,27.2970
5.311350,2,-67.1720
5.312800,1,38.9530
5.314250,2,-61.2190
5.315700,1,50.1090
5.317150,2,-54.4220
5.318600,1,61.3910
5.320050,2,-47.8440
5.321500,1,72.1250
5.322950,2,-42.1560
5.324400,1,82.4840
5.325850,2,-34.8120
5.327300,1,93.0160
5.328750,2,-27.7340
5.330200,1,103.2660
5.331650,2,-21.0620
5.333100,1,112.8280
5.334550,2,-12.9370
5.336000,1,122.9840
5.337450,2,-6.7340
5.338900,1,131.9380
5.340350,2,0.2970
5.341800,1,140.2660
5.343250,2,8.0000
5.344700,1,148.8750
5.346150,2,14.5630
5.347600,1,156.3280
5.349050,2,21.6410
5.350500,1,164.0940
5.351950,2,28.9220
5.353400,1,170.9840
5.354850,2,35.8440
5.356300,1,177.5940
5.357750,2,42.3130
5.359200,1,183.1410
5.360650,2,49.3750
5.362100,1,188.8750
5.363550,2,55.2500
5.365000,1,193.3910
5.366450,2,61.3130
5.367900,1,197.6880
5.369350,2,68.5780
5.370800,1,201.2340
5.372250,2,73.7660
5.373700,1,203.8590
5.375150,2,79.5310
5.376600,1,206.6880
5.378050,2,84.9220
5.379500,1,208.1560
5.380950,2,90.4220
5.382400,1,209.2340
5.383850,2,95.4380
5.385300,1,209.8440
5.386750,2,99.8910
5.388200,1,209.0630
5.389650,2,103.9380
5.391100,1,208.6090
5.392550,2,108.4060
5.394000,1,207.0780
5.395450,2,111.7500
5.396900,1,205.1410
5.398350,2,115.3590
5.399800,1,202.2340
5.401250,2,118.4690
5.402700,1,198.7660
5.404150,2,121.6880
5.405600,1,195.9840
5.407050,2,122.8130
5.408500,1,190.2660
5.409950,2,125.1090
5.411400,1,185.7190
5.412850,2,126.2970
5.414300,1,180.6560
5.415750,2,128.5310
5.417200,1,173.8590
5.418650,2,128.7810
5.420100,1,166.9060
5.421550,2,129.0310
5.423000,1,159.9220
5.424450,2,128.8440
5.425900,1,152.1090
5.427350,2,128.4380
5.428800,1,145.0470
5.430250,2,127.9840
5.431700,1,135.3910
5.433150,2,126.0000
5.434600,1,126.5310
5.436050,2,125.4530
5.437500,1,117.1090
5.438950,2,122.9060
5.440400,1,107.5160
5.441850,2,120.8910
5.443300,1,97.7190
5.444750,2,118.0940
5.446200,1,87.4530
5.447650,2,114.3440
5.449100,1,76.5310
5.450550,2,111.4530
5.452000,1,65.9220
5.453450,2,107.8750
5.454900,1,54.7190
5.456350,2,103.5000
5.457800,1,43.8280
5.459250,2,99.5000
5.460700,1,32.0940
5.462150,2,94.3750
5.463600,1,21.0000
5.465050,2,89.6090
5.466500,1,9.5160
5.467950,2,84.2660
5.469400,1,-2.0620
5.470850,2,78.5630
5.472300,1,-13.2030
5.473750,2,72.8590
5.475200,1,-24.8590
5.476650,2,67.1560
5.478100,1,-36.2500
5.479550,2,60.7500
5.481000,1,-47.6560
5.482450,2,54.7500
5.483900,1,-58.2660
5.485350,2,47.8910
5.486800,1,-69.7660
5.488250,2,41.0630
5.489700,1,-79.9060
5.491150,2,34.2340
5.492600,1,-90.8440
5.494050,2,27.1090
5.495500,1,-100.7190
5.496950,2,20.5630
5.498400,1,-111.1410
5.499850,2,13.5940
5.501300,1,-120.4220
5.502750,2,6.4690
5.504200,1,-129.5310
5.505650,2,-1.0780
5.507100,1,-137.7500
5.508550,2,-7.7190
5.510000,1,-146.5470
5.511450,2,-14.4690
5.512900,1,-154.3910
5.514350,2,-21.8440
5.515800,1,-162.0940
5.517250,2,-28.9840
5.518700,1,-168.5620
5.520150,2,-35.8120
5.521600,1,-175.0160
5.523050,2,-42.4530
5.524500,1,-181.5940
5.525950,2,-50.0470
5.527400,1,-186.6560
5.528850,2,-56.1410
5.530300,1,-191.4060
5.531750,2,-62.2810
5.533200,1,-195.7500
5.534650,2,-68.6250
5.536100,1,-199.5310
5.537550,2,-74.5310
5.539000,1,-202.0160
5.540450,2,-79.9370
5.541900,1,-204.4370
5.543350,2,-85.8910
5.544800,1,-206.7810
5.546250,2,-91.0310
5.547700,1,-207.5000
5.549150,2,-95.9690
5.550600,1,-207.4690
5.552050,2,-100.5000
5.553500,1,-208.0160
5.554950,2,-104.7970
5.556400,1,-207.6090
5.557850,2,-109.1410
5.559300,1,-205.7660
5.560750,2,-112.8280
5.562200,1,-203.4690
5.563650,2,-116.4220
5.565100,1,-201.1560
5.566550,2,-119.3910
5.568000,1,-197.6250
5.569450,2,-121.5620
5.570900,1,-193.7500
5.572350,2,-123.9370
5.573800,1,-189.3910
5.575250,2,-125.8590
5.576700,1,-184.3280
5.578150,2,-127.5780
5.579600,1,-179.0310
5.581050,2,-128.4370
5.582500,1,-172.5940
5.583950,2,-129.7810
5.585400,1,-166.2500
5.586850,2,-129.5160
5.588300,1,-158.8440
5.589750,2,-129.7660
5.591200,1,-151.3590
5.592650,2,-129.4060
5.594100,1,-143.2190
5.595550,2,-128.3440
5.597000,1,-134.8750
5.598450,2,-127.3590
5.599900,1,-125.8910
5.601350,2,-125.8440
5.602800,1,-116.1560
5.604250,2,-124.3750
5.605700,1,-106.9060
5.607150,2,-121.7660
5.608600,1,-96.7030
5.610050,2,-118.7030
5.611500,1,-86.6090
5.612950,2,-116.0160
5.614400,1,-75.2970
5.615850,2,-112.5620
5.617300,1,-64.8750
5.618750,2,-108.2190
5.620200,1,-54.2190
5.621650,2,-104.5470
5.623100,1,-43.5310
5.624550,2,-100.6250
5.626000,1,-31.2340
5.627450,2,-95.8440
5.628900,1,-20.2340
5.630350,2,-90.8120
5.631800,1,-8.8910
5.633250,2,-85.3910
5.634700,1,3.0000
5.636150,2,-80.1250
5.637600,1,13.9220
5.639050,2,-73.8590
5.640500,1,25.4220
5.641950,2,-68.3590
5.643400,1,36.8750
5.644850,2,-61.7190
5.646300,1,48.2030
5.647750,2,-55.5470
5.649200,1,59.1720
5.650650,2,-49.6560
5.652100,1,70.1090
5.653550,2,-41.8750
5.655000,1,80.6090
5.656450,2,-35.8750
5.657900,1,91.3750
5.659350,2,-29.0470
5.660800,1,101.7190
5.662250,2,-22.1090
5.663700,1,111.1720
5.665150,2,-14.8120
5.666600,1,120.8910
5.668050,2,-7.4220
5.669500,1,130.2340
5.670950,2,-0.8910
5.672400,1,139.2970
5.673850,2,6.9060
5.675300,1,147.3280
5.676750,2,13.6880
5.678200,1,155.5310
5.679650,2,21.0940
5.681100,1,163.0780
5.682550,2,27.7500
5.684000,1,170.4690
5.685450,2,34.2500
5.686900,1,176.5630
5.688350,2,41.6560
5.689800,1,182.4060
5.691250,2,48.3130
5.692700,1,187.3750
5.694150,2,54.8750
5.695600,1,192.8910
5.697050,2,60.8750
5.698500,1,197.0940
5.699950,2,67.1250
5.701400,1,200.3750
5.702850,2,73.0780
5.704300,1,203.7030
5.705750,2,79.3440
5.707200,1,206.5000
5.708650,2,84.3130
5.710100,1,207.8440
5.711550,2,89.7190
5.713000,1,208.9530
5.714450,2,94.2810
5.715900,1,209.7340
5.717350,2,99.5470
5.718800,1,209.3590
5.720250,2,103.1250
5.721700,1,209.0000
5.723150,2,108.0160
5.724600,1,207.3750
5.726050,2,111.6090
5.727500,1,205.3750
5.728950,2,114.7970
5.730400,1,202.9380
5.731850,2,117.9690
5.733300,1,199.4840
5.734750,2,121.0000
5.736200,1,195.6250
5.737650,2,123.2500
5.739100,1,191.4840
5.740550,2,124.8440
5.742000,1,186.6410
5.743450,2,126.5630
5.744900,1,181.3130
5.746350,2,127.6410
5.747800,1,174.7190
5.749250,2,128.4060
5.750700,1,168.1090
5.752150,2,128.5160
5.753600,1,161.2970
5.755050,2,128.4060
5.756500,1,153.4380
5.757950,2,128.7810
5.759400,1,145.6090
5.760850,2,127.7660
5.762300,1,137.1560
5.763750,2,126.8130
5.765200,1,128.0940
5.766650,2,125.2810
5.768100,1,118.6090
5.769550,2,123.0780
5.771000,1,109.1250
5.772450,2,120.9060
5.773900,1,99.1250
5.775350,2,118.4380
5.776800,1,89.0470
5.778250,2,115.1410
5.779700,1,77.9840
5.781150,2,111.6720
5.782600,1,67.2970
5.784050,2,108.4690
5.785500,1,56.5160
5.786950,2,104.1090
5.788400,1,45.1560
5.789850,2,99.8590
5.791300,1,34.2970
5.792750,2,95.2190
5.794200,1,22.9840
5.795650,2,90.5160
5.797100,1,11.3910
5.798550,2,85.3750
5.800000,1,-0.4690
5.801450,2,79.8750
5.802900,1,-11.9220
5.804350,2,73.8590
5.805800,1,-23.0780
5.807250,2,67.6250
5.808700,1,-34.6560
5.810150,2,61.6720
5.811600,1,-46.3590
5.813050,2,55.3440
5.814500,1,-56.7030
5.815950,2,49.0160
5.817400,1,-67.8750
5.818850,2,41.9690
5.820300,1,-78.5620
5.821750,2,35.3440
5.823200,1,-89.0940
5.824650,2,28.6880
5.826100,1,-99.3120
5.827550,2,21.8750
5.829000,1,-108.8280
5.830450,2,14.7030
5.831900,1,-119.2190
5.833350,2,7.3910
5.834800,1,-128.2810
5.836250,2,0.1880
5.837700,1,-137.2500
5.839150,2,-6.4060
5.840600,1,-144.7810
5.842050,2,-13.8750
5.843500,1,-153.1560
5.844950,2,-21.1870
5.846400,1,-160.3280
5.847850,2,-27.8280
5.849300,1,-167.8120
5.850750,2,-34.7030
5.852200,1,-174.4690
5.853650,2,-42.0470
5.855100,1,-180.7660
5.856550,2,-48.5780
5.858000,1,-185.8910
5.859450,2,-54.9220
5.860900,1,-190.6870
5.862350,2,-61.2030
5.863800,1,-194.8590
5.865250,2,-67.2030
5.866700,1,-198.9840
5.868150,2,-73.2030
5.869600,1,-201.7810
5.871050,2,-79.1870
5.872500,1,-204.2340
5.873950,2,-84.8120
5.875400,1,-206.0310
5.876850,2,-90.3750
5.878300,1,-207.5940
5.879750,2,-95.5000
5.881200,1,-208.1250
5.882650,2,-99.7810
5.884100,1,-207.5310
5.885550,2,-104.0940
5.887000,1,-207.3590
5.888450,2,-107.8120
5.889900,1,-205.8440
5.891350,2,-112.0620
5.892800,1,-204.0470
5.894250,2,-115.0160
5.895700,1,-201.3910
5.897150,2,-118.5310
5.898600,1,-198.7500
5.900050,2,-121.3440
5.901500,1,-194.2340
5.902950,2,-123.3590
5.904400,1,-190.4370
5.905850,2,-125.7810
5.907300,1,-185.1560
5.908750,2,-127.2970
5.910200,1,-179.8440
5.911650,2,-128.2970
5.913100,1,-173.5470
5.914550,2,-129.4220
5.916000,1,-167.2660
5.917450,2,-129.8280
5.918900,1,-160.0620
5.920350,2,-129.4220
5.921800,1,-152.7970
5.923250,2,-129.5780
5.924700,1,-144.2660
5.926150,2,-128.3910
5.927600,1,-136.2970
5.929050,2,-127.5620
5.930500,1,-126.8750
5.931950,2,-126.3910
5.933400,1,-117.7810
5.934850,2,-124.5470
5.936300,1,-107.9690
5.937750,2,-122.3750
5.939200,1,-97.8440
5.940650,2,-119.4840
5.942100,1,-88.0470
5.943550,2,-116.5000
5.945000,1,-77.4690
5.946450,2,-112.7810
5.947900,1,-66.9060
5.949350,2,-109.4220
5.950800,1,-55.7190
5.952250,2,-105.3280
5.953700,1,-44.6090
5.955150,2,-101.5780
5.956600,1,-33.5780
5.958050,2,-96.2340
5.959500,1,-22.0780
5.960950,2,-91.1410
5.962400,1,-10.6090
5.963850,2,-86.0780
5.965300,1,0.9220
5.966750,2,-81.1870
5.968200,1,12.2660
5.969650,2,-74.9530
5.971100,1,23.9840
5.972550,2,-68.9690
5.974000,1,35.7190
5.975450,2,-63.0620
5.976900,1,46.8130
5.978350,2,-56.3750
5.979800,1,58.0780
5.981250,2,-49.8120
5.982700,1,68.8750
5.984150,2,-43.7190
5.985600,1,79.7500
5.987050,2,-36.9840
5.988500,1,90.0160
5.989950,2,-29.8120
5.991400,1,99.9060
5.992850,2,-22.9060
5.994300,1,110.1090
5.995750,2,-15.7030
5.997200,1,119.2660
5.998650,2,-8.7660
6.000100,1,128.8590
6.001550,2,-1.5310
6.003000,1,137.4220
6.004450,2,5.5160
6.005900,1,146.0470
6.007350,2,12.4060
6.008800,1,154.3130
6.010250,2,19.3590
6.011700,1,161.7340
6.013150,2,26.8590
6.014600,1,169.1250
6.016050,2,33.9380
6.017500,1,175.7030
6.018950,2,40.5780
6.020400,1,181.3910
6.021850,2,46.9690
6.023300,1,187.0470
6.024750,2,53.9060
6.026200,1,191.6880
6.027650,2,59.7340
6.029100,1,196.0000
6.030550,2,66.2660
6.032000,1,200.0470
6.033450,2,72.7190
6.034900,1,203.4380
6.036350,2,78.0630
6.037800,1,205.5000
6.039250,2,83.5470
6.040700,1,207.5780
6.042150,2,89.4060
6.043600,1,208.6720
6.045050,2,93.6410
6.046500,1,209.4690
6.047950,2,98.6410
6.049400,1,209.2030
6.050850,2,103.1090
6.052300,1,208.5470
6.053750,2,107.7190
6.055200,1,207.4060
6.056650,2,110.9220
6.058100,1,205.4060
6.059550,2,114.4840
